path,emotion,emotion_id,actor
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-01-01-02-01-05.wav,neutral,0,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-01-01-02-02-05.wav,neutral,0,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-01-01-01-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-01-01-02-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-01-02-01-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-01-02-02-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-02-01-01-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-02-01-02-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-02-02-01-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-04-02-02-02-05.wav,sad,3,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-01-01-01-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-01-01-02-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-01-02-01-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-01-02-02-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-02-01-01-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-02-01-02-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-02-02-01-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_05\03-01-08-02-02-02-05.wav,surprised,7,5
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-01-01-01-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-01-01-02-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-01-02-01-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-01-02-02-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-02-01-01-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-02-01-02-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-02-02-01-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-05-02-02-02-06.wav,angry,4,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-01-01-01-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-01-01-02-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-01-02-01-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-01-02-02-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-02-01-01-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-02-01-02-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-02-02-01-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-02-02-02-02-06.wav,calm,1,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-01-01-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-01-02-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-02-01-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-02-02-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-01-01-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-01-02-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-02-01-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-02-02-06.wav,disgust,6,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-01-01-01-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-01-01-02-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-01-02-01-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-01-02-02-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-01-01-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-01-02-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-02-01-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-02-02-06.wav,fearful,5,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-01-01-01-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-01-01-02-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-01-02-01-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-01-02-02-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-02-01-01-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-02-01-02-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-02-02-01-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-03-02-02-02-06.wav,happy,2,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-01-01-01-01-06.wav,neutral,0,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-01-01-01-02-06.wav,neutral,0,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-01-01-02-01-06.wav,neutral,0,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-01-01-02-02-06.wav,neutral,0,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-01-01-01-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-01-01-02-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-01-02-01-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-01-02-02-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-02-01-01-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-02-01-02-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-02-02-01-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-04-02-02-02-06.wav,sad,3,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-01-01-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-01-02-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-02-01-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-02-02-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-01-01-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-01-02-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-02-01-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-02-02-06.wav,surprised,7,6
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-01-01-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-01-02-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-02-01-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-02-02-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-01-01-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-01-02-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-02-01-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-02-02-07.wav,angry,4,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-01-01-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-01-02-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-02-01-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-02-02-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-01-01-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-01-02-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-02-01-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-02-02-07.wav,calm,1,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-01-01-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-01-02-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-02-01-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-02-02-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-01-01-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-01-02-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-02-01-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-02-02-07.wav,disgust,6,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-01-01-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-01-02-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-02-01-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-02-02-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-01-01-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-01-02-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-02-01-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-02-02-07.wav,fearful,5,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-01-01-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-01-02-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-02-01-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-02-02-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-01-01-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-01-02-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-02-01-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-02-02-07.wav,happy,2,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-01-01-07.wav,neutral,0,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-01-02-07.wav,neutral,0,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-02-01-07.wav,neutral,0,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-02-02-07.wav,neutral,0,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-01-01-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-01-02-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-02-01-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-02-02-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-01-01-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-01-02-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-02-01-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-02-02-07.wav,sad,3,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-01-01-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-01-02-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-02-01-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-02-02-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-01-01-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-01-02-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-02-01-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-02-02-07.wav,surprised,7,7
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-01-01-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-01-02-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-02-01-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-02-02-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-01-01-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-01-02-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-02-01-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-02-02-08.wav,angry,4,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-01-01-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-01-02-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-02-01-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-02-02-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-01-01-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-01-02-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-02-01-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-02-02-08.wav,calm,1,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-01-01-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-01-02-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-02-01-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-02-02-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-01-01-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-01-02-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-02-01-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-02-02-08.wav,disgust,6,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-01-01-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-01-02-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-02-01-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-02-02-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-01-01-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-01-02-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-02-01-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-02-02-08.wav,fearful,5,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-01-01-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-01-02-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-02-01-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-02-02-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-01-01-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-01-02-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-02-01-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-02-02-08.wav,happy,2,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-01-01-08.wav,neutral,0,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-01-02-08.wav,neutral,0,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-02-01-08.wav,neutral,0,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-02-02-08.wav,neutral,0,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-01-01-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-01-02-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-02-01-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-02-02-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-01-01-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-01-02-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-02-01-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-02-02-08.wav,sad,3,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-01-01-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-01-02-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-02-01-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-02-02-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-01-01-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-01-02-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-02-01-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-02-02-08.wav,surprised,7,8
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-01-01-01-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-01-01-02-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-01-02-01-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-01-02-02-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-02-01-01-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-02-01-02-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-02-02-01-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-05-02-02-02-09.wav,angry,4,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-01-01-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-01-02-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-02-01-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-02-02-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-01-01-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-01-02-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-02-01-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-02-02-09.wav,calm,1,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-01-01-01-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-01-01-02-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-01-02-01-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-01-02-02-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-02-01-01-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-02-01-02-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-02-02-01-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-07-02-02-02-09.wav,disgust,6,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-01-01-01-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-01-01-02-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-01-02-01-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-01-02-02-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-02-01-01-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-02-01-02-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-02-02-01-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-06-02-02-02-09.wav,fearful,5,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-01-01-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-01-02-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-02-01-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-02-02-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-01-01-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-01-02-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-02-01-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-02-02-09.wav,happy,2,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-01-01-09.wav,neutral,0,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-01-02-09.wav,neutral,0,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-02-01-09.wav,neutral,0,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-02-02-09.wav,neutral,0,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-01-01-01-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-01-01-02-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-01-02-01-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-01-02-02-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-02-01-01-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-02-01-02-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-02-02-01-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-02-02-02-09.wav,sad,3,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-01-01-01-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-01-01-02-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-01-02-01-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-01-02-02-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-02-01-01-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-02-01-02-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-02-02-01-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_09\03-01-08-02-02-02-09.wav,surprised,7,9
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-01-01-01-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-01-01-02-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-01-02-01-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-01-02-02-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-02-01-01-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-02-01-02-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-02-02-01-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-05-02-02-02-10.wav,angry,4,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-01-01-01-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-01-01-02-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-01-02-01-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-01-02-02-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-02-01-01-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-02-01-02-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-02-02-01-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-02-02-02-02-10.wav,calm,1,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-01-01-01-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-01-01-02-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-01-02-01-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-01-02-02-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-02-01-01-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-02-01-02-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-02-02-01-10.wav,disgust,6,10
Audio_Speech_Actors_01-24_16k\Actor_10\03-01-07-02-02-02-10.wav,disgust,6,10
